uid,year,movie_ids
403531,2000,33
403620,2000,33
403678,1994,18
403766,1994,18
403825,1956,79
403841,2004,32
403915,2002,28
403918,2002,28
403981,1995,77
4044,2003,30
40448,2002,97
404516,1996,58
404629,2002,28
404652,2000,33
404652,2002,28
404654,2002,28
404654,2003,30
404751,1952,76
404845,2001,48
404949,2002,97
405058,1996,58
405229,2003,30
405572,1965,104
405705,2004,32
405997,2004,68
406090,2002,28
406121,1952,76
406121,1994,18
406231,1983,83
406717,2002,28
406752,2002,97
406953,2002,28
406953,2003,30
407140,1964,46
407314,2003,30
407428,2003,30
407560,1994,18
407684,1983,83
407684,2003,30
407796,1996,58
407963,2002,28
408023,1995,77
408023,2003,30
408106,2000,33
408106,2002,52
408114,2004,68
408169,1994,18
408180,2000,33
408189,1995,55
408193,2003,30
408193,2004,26
408200,1964,46
408218,2003,30
408261,2003,30
40829,2002,28
40829,2003,30
408291,1995,77
408406,2003,30
40841,2002,28
408536,2002,97
408576,1994,18
408765,1995,77
408765,2001,48
408765,2002,28
408765,2003,30
408811,2002,28
409030,2002,28
409068,2002,28
409085,2000,33
409170,2002,28
409177,2002,28
409305,2003,30
409327,1965,104
409376,2003,30
409385,2003,30
40952,2003,30
409563,2002,28
409574,1956,79
40983,2003,30
409850,1964,46
409883,1983,83
41033,1964,46
410373,2002,28
410943,1964,46
410948,1996,58
410989,1996,78
410989,2003,30
411030,2000,33
411139,2002,28
411235,2003,30
411290,1952,76
41132,1996,44
411380,2003,30
411471,1997,3
411512,2003,30
411537,2000,33
411597,2002,28
411597,2003,30
411770,1965,104
412001,2002,28
412017,2000,33
412133,2002,28
412139,2002,28
412247,1995,77
412504,1996,44
412641,1964,46
4127,2002,52
412805,1996,"44,58"
412883,2003,30
412920,2002,28
413336,1995,57
41337,2004,8
413374,2003,30
413538,2003,30
413621,2003,30
41371,1997,3
41412,1964,46
41414,2002,28
414207,2003,30
414344,1996,58
414369,1996,58
41438,2004,8
414394,2003,30
414394,2004,32
414455,2000,33
414635,1952,76
414776,2003,30
414840,2003,30
414939,1994,18
415002,2003,30
415015,1964,46
415098,1996,58
415098,2000,33
415194,2002,97
41523,2002,28
415244,1994,18
415253,2002,28
415253,2004,8
415257,2002,97
415441,1983,83
415520,1995,77
415520,2002,28
415605,2003,30
415674,2003,30
415677,2000,33
415693,2003,30
415762,1983,83
415808,2003,30
41581,1999,45
41581,2003,30
41621,2003,30
416214,1983,83
416310,1964,46
416362,2003,30
416417,1964,46
416699,1999,45
416805,2002,97
416968,2003,30
417045,1952,76
417476,1996,58
417597,1983,83
417597,1994,18
417597,1996,44
417714,2003,30
417746,1996,58
417759,1964,46
417759,1983,83
417759,1996,58
417925,1983,83
417925,2004,56
417940,2003,30
418328,2002,28
418346,2002,97
41840,2003,30
418825,2003,30
41903,2003,30
419033,2000,33
419311,2003,30
419313,2002,28
419330,2004,8
419373,2002,"28,97"
419373,2003,30
419598,1983,83
419616,2003,30
419673,2002,28
419737,1996,58
419737,2001,48
419746,2002,52
419825,2004,56
420191,1964,46
420200,2002,28
420203,2004,8
420266,1996,58
420340,2000,33
420537,1996,58
420703,1996,58
420703,2002,28
42096,2003,30
420970,2002,28
420977,1996,58
420977,2002,28
42121,1996,58
421358,2003,30
421562,1994,18
421573,2003,30
421839,2003,30
421953,2003,30
422039,2003,30
422294,1964,46
422324,2005,17
422804,2002,28
42281,1994,18
422879,1983,83
422950,2002,28
423000,2002,28
423000,2003,30
423084,2000,33
423084,2001,48
423093,2003,30
423268,1983,83
423607,1995,57
423730,2003,30
423754,2002,28
42380,1996,44
423915,2003,30
424144,2004,8
424184,1996,58
424241,2002,28
42445,2002,28
424470,1952,47
424470,1994,18
424470,1996,44
424501,2004,68
424505,2004,8
424513,1995,57
424542,1996,58
424554,2002,28
424930,2002,97
424947,1997,3
424947,2003,30
424953,2002,28
425044,2002,97
425045,1994,18
425045,1995,77
425125,2002,28
425507,2003,30
425676,2003,30
425978,1964,46
425978,1994,18
425978,2003,30
42598,2002,28
425983,2001,48
426070,1952,76
426070,1965,104
426117,2004,8
426189,2003,30
426208,1956,79
426295,1952,76
426295,2003,30
426301,1996,58
426352,2002,97
426352,2003,30
426397,1983,83
426610,2003,30
426699,2003,30
426753,2003,30
426863,1952,76
426942,1996,58
427186,2004,68
427215,2003,30
427224,2004,8
427334,2002,28
427511,1996,58
427511,2002,28
427511,2003,30
427856,2003,30
42786,2002,28
427931,2003,30
428014,2003,30
428189,1952,76
428344,2002,28
428475,2003,30
428488,2003,30
428557,1964,46
428558,2000,33
428620,1996,58
428620,2002,28
428653,1996,58
428653,2003,30
428688,2002,97
42869,2003,30
428750,1994,18
429030,1995,57
429034,2000,33
429061,2002,28
429066,2002,52
429425,2002,28
429876,1964,46
430044,1996,58
430084,2002,28
430084,2003,30
430100,2003,30
430126,1996,58
430180,2002,28
43023,2003,30
430595,2002,97
430738,2002,28
430738,2003,30
430902,2002,28
430983,2000,33
430983,2002,97
431019,1996,58
431067,2002,28
431159,2003,30
43148,2002,97
431602,2003,30
431682,1995,77
431839,2000,33
431845,2003,30
431859,2004,8
431907,2004,32
43193,2000,33
432225,2002,28
432225,2004,68
432546,1994,18
432596,2000,33
432617,2002,28
432630,2002,97
432660,2002,28
433333,2003,30
433593,2000,33
433641,1996,58
433651,1952,76
433762,2003,30
433877,2002,28
433877,2003,30
433959,2003,30
434101,1983,83
4347,2000,33
434738,2003,30
434744,1956,79
434874,2000,33
435009,2003,30
435024,2002,28
435157,1996,44
435285,1997,3
435429,2002,28
435541,2002,28
435610,2003,30
435748,2002,28
435775,2003,30
43601,2003,30
436023,2002,28
436072,2004,68
436080,2002,52
436080,2003,30
436160,2003,30
436436,2003,30
436537,2003,30
436636,2002,28
436747,2003,30
436947,2000,33
437081,2002,97
437275,2003,30
437371,1994,18
437657,2003,30
437784,2003,30
437881,2000,33
437881,2001,48
438063,2002,28
438340,1965,104
438340,2003,30
438590,1994,18
438674,1994,18
438729,2003,30
438733,1952,76
439090,1996,44
439240,2003,30
439320,2002,28
439462,2003,30
439529,2003,30
439535,2002,28
439830,2002,28
43991,2002,28
439978,1995,77
439978,2000,33
439978,2001,48
439978,2003,30
440111,2000,33
440225,2000,33
440236,2002,28
440294,2002,97
440398,2000,33
440463,2004,32
440555,1994,18
440555,1995,57
440626,2002,28
440723,1995,77
440760,1983,83
440858,2003,30
440860,2002,28
440905,2002,52
440956,1964,46
441070,2000,33
441070,2002,84
441153,2003,30
441257,1983,83
441324,2002,28
44143,2002,28
44143,2003,30
441887,1996,58
441887,2001,48
441887,2002,28
441955,2003,30
44203,2003,30
442118,1952,76
442234,2003,30
442361,2002,28
442426,2002,28
442485,2001,48
442485,2002,28
442591,2000,33
44278,1956,79
442813,2003,30
44288,2002,28
442896,2002,97
442911,2003,30
443193,1995,57
443256,2002,97
443336,2002,28
443353,1994,18
443447,2002,28
443521,2004,8
443572,1996,58
443572,2003,30
443680,1983,83
443680,2003,30
44386,2003,30
443879,2002,28
44388,2001,48
443943,2003,30
444058,1964,46
444349,1996,58
444975,2003,30
44516,2004,56
445227,1956,79
445339,2000,33
44540,2003,30
445404,1994,18
445423,1952,76
445423,1965,104
445423,2003,30
445544,1994,18
445691,2003,30
445720,2003,30
445824,2002,52
445900,2003,30
446288,2002,28
446469,1995,77
446598,1996,16
446598,2000,33
447008,2003,30
447099,2003,30
447327,2002,28
44737,2004,8
44769,2003,30
4477,2002,28
447707,2003,30
447737,2003,30
447759,1983,83
447759,1995,77
447759,2002,28
447759,2003,30
447759,2004,"26,32"
448083,2002,28
448181,2002,97
448201,1995,77
448470,2002,28
448644,2003,30
448724,1995,57
449265,1983,83
44937,1997,3
449440,1964,46
449597,1965,104
449597,1996,58
449632,1994,18
449686,2003,30
449766,2003,30
449869,1996,58
449973,2003,30
450001,2002,28
450014,2004,32
450022,2002,28
450022,2003,30
450117,1983,83
450138,2002,"28,97"
450285,1994,18
450285,2003,30
450340,1996,58
450341,2003,30
450423,2003,30
450490,2000,33
450919,2003,30
451096,2002,97
451151,1994,18
45117,2002,28
451510,2003,30
451549,2003,30
451937,1995,57
452001,1996,44
452224,2000,33
452257,1964,46
452299,1952,76
452299,2004,32
452321,2002,28
452494,2002,28
452500,1996,58
452860,2003,30
452881,2004,8
452949,1996,58
453105,1983,83
453501,1996,58
453501,2002,28
453782,2002,28
45393,2000,33
453962,1995,57
454490,2003,30
4545,2002,28
454528,2003,30
454612,2003,30
454895,1956,79
454943,2002,28
454959,2004,8
454995,2002,28
455024,2003,30
455112,2002,28
455125,2002,28
455264,2004,68
455334,2001,48
455550,2003,30
455662,2000,33
455688,1995,57
455711,1983,83
455711,2002,28
455752,2000,33
455893,2002,52
455953,1997,3
455962,1964,46
456179,2002,28
456205,1952,76
456328,1995,77
456343,1996,58
456445,1995,77
456534,2005,17
45656,2000,33
456917,1994,18
456923,2004,8
456966,2000,33
457097,1964,46
457192,2002,28
45743,2003,30
457855,2003,30
457855,2004,56
457870,1983,83
458177,2003,30
458243,2003,30
458252,1983,83
458392,1964,46
458475,1983,83
458475,1996,78
458475,2003,30
458606,2002,52
458656,2002,28
458728,2000,33
458734,2003,30
458757,2003,30
458766,1996,44
458819,2000,33
458859,2003,30
458861,1983,83
458861,2002,28
458919,2003,30
458931,2003,30
458972,2003,30
459044,1956,79
459145,1983,83
459188,2003,30
459219,2002,28
459277,1952,76
459321,2003,30
459343,1996,44
459494,1996,44
459564,1983,83
4597,1995,57
459772,2002,28
459791,2004,68
459883,1956,79
46000,2003,30
46003,1996,58
46011,2003,30
460131,2000,33
460137,2002,28
460376,2002,28
460419,2003,30
460423,2003,30
460446,2002,28
460446,2004,68
460492,2003,30
46086,2002,97
461028,2000,33
461093,2002,28
461093,2003,30
461110,1996,58
461193,2003,30
461227,1965,104
461344,2004,8
461371,1995,77
461371,1996,58
461371,2003,30
461390,2003,30
461590,2004,68
461823,2002,28
461863,2000,33
461884,2003,30
461894,2002,28
46200,2002,28
46227,2002,28
462799,1952,76
462935,1965,104
463023,2003,30
463267,1996,58
463421,1983,83
463503,2003,30
463563,2003,30
463569,2004,32
463894,2003,30
463987,2003,30
464524,2003,30
464626,2004,32
464904,1983,83
464904,2004,8
464919,2003,30
465238,2003,30
465276,1997,3
465414,2002,28
465495,2003,30
465698,2003,30
465713,2003,30
465827,2002,28
465905,2004,8
466005,2003,30
466121,2002,28
466212,2003,30
466247,2000,33
466290,1995,77
466674,1983,83
466805,2002,28
466910,2003,30
466916,1996,58
466928,2003,30
466942,2004,68
467025,2003,30
46711,1994,18
467190,2002,28
467457,1996,58
467808,2003,30
467885,2002,28
467987,2003,30
468079,1983,83
468142,2003,30
468235,2003,30
468334,2003,30
468432,2003,30
468513,1994,18
468729,1994,18
468729,2003,30
468908,2004,32
469003,2003,30
469045,1965,104
469068,2002,28
469195,1994,18
469318,1956,79
46951,2003,30
469525,1994,18
469639,2003,30
469654,2002,28
469673,2003,30
469822,1994,18
469947,2004,68
47003,2003,30
470182,2003,30
470226,2002,28
470229,2002,28
470282,1994,18
470338,1996,58
470369,1995,55
470369,2003,30
47075,2002,28
47075,2003,30
470843,2003,30
471001,1995,77
471001,2002,28
471177,2000,33
471276,1964,46
471278,1996,58
471303,1995,55
471871,2003,30
472012,1964,46
472021,1996,78
472052,2002,28
472183,2004,68
472225,1964,46
472268,1995,77
472273,2003,30
47228,2002,28
472332,1996,58
472332,2002,28
47236,1952,76
47236,1964,46
47257,1983,83
472627,2003,30
472700,2003,30
472734,1983,83
472889,2003,30
473095,2002,28
473222,2002,52
473233,1996,44
47326,1995,77
473399,1983,83
473399,2002,28
473399,2003,30
473486,2004,8
473586,2000,33
473586,2003,30
473621,2000,33
473817,2002,28
473884,1964,46
474106,2004,32
474159,2002,28
474241,2002,28
474398,2003,30
474455,2003,30
474541,2001,48
474566,2003,30
474789,2003,30
474938,2003,30
475132,2000,33
475278,1995,77
4753,2004,8
475386,1994,18
475431,1983,83
475487,2003,30
475504,2002,28
475734,1983,83
475797,1995,57
475797,1996,44
475797,2002,97
475797,2004,8
476039,2002,28
476104,1996,58
476119,2003,30
476183,2000,33
476267,2002,28
476512,1995,77
47653,2002,28
476695,2002,97
476695,2003,30
476765,1995,77
477099,2003,30
477422,1997,3
477422,2000,33
477721,2003,30
478149,2002,28
478158,2002,97
478176,1956,79
47825,1999,45
478253,2002,28
478492,2003,30
478688,2002,84
478815,2003,30
478828,1996,44
47891,2004,8
479035,1996,58
479035,2003,30
479222,2003,30
479249,2002,28
479321,1994,18
479321,2003,30
479481,1995,57
479620,2002,52
479620,2004,8
479781,1983,83
479898,2000,33
479920,2002,52
479924,2001,48
479924,2002,84
479924,2004,68
480075,1996,58
480115,1996,58
480163,2003,30
480466,1952,76
480466,2002,97
480567,1994,18
480567,2003,30
480808,2003,30
481,1996,58
481020,2003,30
481238,2002,52
481282,2004,8
481812,1952,76
481812,2004,32
481831,2003,30
481835,2002,28
482067,1996,44
482107,1995,57
48222,2002,"28,84"
482256,1983,83
482256,2003,30
482302,2002,28
482352,1964,46
482366,2003,30
482705,2005,17
482756,2003,30
482855,2005,17
48289,2002,28
482904,1996,58
482909,2002,28
482951,2003,30
483029,1996,58
483284,1996,58
48334,2003,30
483416,2000,33
483483,2002,97
483909,1994,18
483922,2002,28
484168,2003,30
48425,2002,28
484774,2002,52
484893,2002,28
485010,2002,28
485084,2003,30
485175,1983,83
485551,2003,30
485566,2003,30
485601,1996,44
485622,2002,28
48607,1983,83
486149,1952,47
486258,2002,28
486308,1964,46
486514,2002,97
486527,1996,44
486766,2003,30
48678,2001,48
486797,1994,18
486957,1965,104
487133,2002,28
487159,2000,33
487165,2003,30
487200,2003,30
487277,1983,83
487325,2003,30
487446,2003,30
487497,2000,33
487497,2004,68
487574,2002,28
487574,2003,30
487592,1996,58
487743,1996,78
487807,1996,44
487867,1952,76
48790,2003,30
487961,2003,30
488038,2003,30
488083,2003,30
488092,2000,33
488116,2002,28
488119,2003,30
488256,1994,18
488541,2003,30
488551,1952,76
488595,1983,83
488651,1964,46
488900,1996,44
488900,2003,30
488900,2004,8
489126,2003,30
489136,1996,58
489383,2004,68
489406,1994,18
489406,2003,30
48943,1994,18
489448,2003,30
489563,2003,30
490057,2003,30
490114,1983,83
490181,2003,30
490372,1983,83
490464,1952,76
490485,2002,28
490653,2003,30
490917,1996,44
490917,2002,97
490957,1964,46
490992,1996,58
490992,2002,28
491074,1994,18
491078,1964,46
491262,1996,58
491297,2003,30
491331,2002,28
491447,1996,58
491464,2004,8
491531,1996,"16,44,58"
491531,2004,32
491548,2004,68
491554,2001,48
491623,1995,77
491623,1996,58
491722,2002,28
491733,2003,30
491766,1994,18
492029,2002,28
492058,2000,33
492125,2003,30
492341,2004,8
492460,2003,30
492478,1994,18
492478,2003,30
492618,1994,18
492722,2005,17
493009,1996,44
493339,1983,83
493339,2003,30
493350,2003,30
493487,2003,30
49355,1995,77
493740,2003,30
493920,1983,83
493920,2002,97
494014,2004,32
494073,2000,33
494121,2002,28
494167,1964,46
494200,1995,55
494201,2004,8
494440,1999,45
494451,1983,83
494452,2002,28
494455,2003,30
494566,2002,52
494609,2003,30
494624,2004,26
494633,2003,30
494646,2003,30
494651,2002,28
495020,2002,28
495349,1996,58
49538,2003,30
495490,2003,30
495582,2002,28
495813,2004,68
496312,1964,46
496365,2003,30
496561,1996,44
496770,2003,30
496853,1994,18
496887,1956,79
497001,2003,30
497016,2003,30
497052,2000,33
497052,2003,30
49727,2003,30
497352,2003,30
497453,1964,46
497453,2003,30
497541,2002,28
49768,2002,97
497900,2002,28
497906,2003,30
497913,2004,32
497944,2000,33
497953,1996,58
497953,2003,30
498387,2002,97
498469,2001,48
498525,2003,30
498553,2003,30
498625,2003,30
498686,2002,28
498686,2003,30
498716,1965,104
498716,2003,30
498773,1994,18
49890,1994,18
49890,1995,"55,57"
498902,2000,33
49892,1952,76
49892,1996,44
499098,1995,57
499108,2003,30
499156,2003,30
499258,2003,30
499312,2003,30
499657,2002,28
499870,1994,18
499956,1996,58
500090,2002,28
50026,2001,48
500322,2002,28
500428,1956,79
500512,2003,30
500539,2002,28
500576,2002,52
50075,1996,58
500822,2004,32
500829,2003,30
500845,1996,44
500845,2003,30
500888,2003,30
50095,2002,97
501103,2003,30
501158,2003,30
501203,1996,58
501304,2003,30
501340,1983,83
501396,2003,30
501454,2003,30
501499,2003,30
501507,1996,44
501529,2003,30
501594,2002,28
501667,1983,83
501739,2003,30
501748,2002,97
501749,2003,30
501823,1965,104
501823,2002,28
501823,2003,30
501823,2005,17
502086,2002,28
502145,2002,97
502296,2003,30
502305,2004,32
502319,1983,83
502329,2003,30
502388,2003,30
502429,1995,57
502429,2000,33
502429,2001,48
502509,2003,30
502653,2003,30
502783,2002,28
502804,2003,30
502829,2003,30
503051,2003,30
503179,2000,33
503179,2004,68
503338,2003,30
503398,2002,28
5034,1983,83
503480,2004,32
503493,1994,18
50360,1964,46
50360,1996,44
504321,2002,28
504401,1983,83
504401,1996,"58,78"
504401,2002,28
504620,2000,33
504620,2001,48
504709,1995,77
504794,2003,30
504989,1983,83
505109,2002,28
505115,2004,68
505362,2002,52
505375,2004,8
505465,2002,28
505621,2003,30
505892,2003,30
50594,2003,30
505980,2002,28
506155,1983,83
50616,2003,30
506354,2002,28
506367,2002,28
506372,1995,77
506388,2003,30
506473,2003,30
506483,2003,30
506563,1996,44
506632,2002,28
50669,2003,30
50677,1996,44
506988,2003,30
507002,2002,28
507002,2003,30
507301,1964,46
507426,1983,83
507519,2003,30
507581,2002,28
507757,1996,58
507764,1983,83
507764,2002,97
508126,2003,30
508126,2004,8
508174,2003,30
5082,2003,30
508323,2003,30
508342,2003,30
508379,1983,83
508491,1952,76
508491,2002,28
508640,2002,28
508781,2003,30
508897,2003,30
508947,2003,30
509065,1995,55
509073,2002,52
509138,2003,30
509213,1965,104
509277,1996,58
509277,2003,30
509410,2003,30
509575,1964,46
50967,1983,83
50967,2003,30
509683,1983,83
509860,2004,68
51002,2003,30
510158,2003,30
510178,2003,30
510189,2003,30
510189,2004,32
510386,2000,33
510438,2003,30
510590,1983,83
510593,2003,30
510771,2002,97
510771,2003,30
510820,2002,28
510820,2003,30
511112,2003,30
511234,1983,83
511401,2003,30
511613,2002,28
512041,1994,18
512096,2003,30
512127,2003,30
512278,1964,46
512278,1996,58
512303,2002,28
512303,2003,30
512376,2003,30
512469,1983,83
512484,1956,79
512488,2003,30
512541,2002,28
512756,2003,30
512820,2003,30
512865,2003,30
512899,2002,52
512952,2003,30
513120,1996,58
513154,2003,30
513210,2004,8
513501,2002,28
513544,2003,30
513900,2002,97
513933,2002,52
513957,1995,57
513976,2003,30
514107,1964,46
514166,2003,30
514262,2002,97
514415,2002,28
514415,2003,30
514476,2003,30
514495,2000,33
514519,2002,28
514774,2000,33
514829,1964,46
514829,1965,104
514829,1996,"58,78"
514870,1952,76
514926,2002,28
515114,2004,32
51530,2003,30
515605,2003,30
515839,2003,30
515850,1997,3
516110,2002,97
516110,2003,30
516110,2004,56
516240,2001,48
516240,2002,28
516292,1996,58
51639,2003,30
516422,2003,30
516559,2003,30
516721,1996,"44,58"
516845,1996,58
516845,2002,28
516845,2003,30
516926,2003,30
517134,2002,28
517134,2003,30
51717,2002,52
517342,2002,28
517358,2004,32
517441,1996,44
517532,2000,33
517532,2004,68
517570,2003,30
517592,2002,28
517623,2004,56
517756,2003,30
517944,2003,30
517948,2002,52
518100,2003,30
518123,1956,79
518123,2000,33
518137,1952,76
51817,2002,28
518327,1952,76
518439,2004,26
51870,1996,58
51870,2003,30
518758,1995,57
518823,2002,97
518824,2003,30
518999,2004,8
519020,2003,30
519180,1996,44
519380,2000,33
519520,2000,33
519545,2001,48
519622,2002,28
519622,2003,30
519699,1983,83
519760,2003,30
519761,2002,97
519957,2003,30
519969,1983,83
52000,2002,28
520011,1956,79
520011,1994,18
52008,2003,30
520080,2000,33
520200,2002,28
520252,2003,30
52029,1983,83
52029,1996,"16,58"
520374,2003,30
520423,1996,58
52055,2000,33
520685,2003,30
520704,1996,44
520704,2003,30
520978,2002,97
52100,2002,28
52100,2003,30
521081,1964,46
521112,1994,18
521166,2002,28
521295,2003,30
521518,1964,46
521562,1994,18
521701,1996,58
521701,2003,30
521711,2003,30
521738,1996,58
521738,2002,28
521765,1964,46
521765,1996,78
521793,2002,97
521825,1952,76
521850,2003,30
522130,2002,28
522141,2003,30
522278,1964,46
52264,2002,28
522684,2002,28
522740,1983,83
522740,1994,18
522740,1995,57
523241,2002,28
523409,2004,68
523517,2003,30
52352,2002,28
523720,2002,28
523978,2003,30
523992,2002,28
524110,2000,33
524192,2003,30
524218,2000,33
524218,2004,68
524227,2003,30
524295,2002,28
524315,2003,30
524408,2003,30
524605,2003,30
524609,2003,30
524672,2004,32
524841,1995,77
524937,2002,28
525354,2002,28
525436,2003,30
525446,2003,30
525847,2000,33
525877,2002,28
525904,1952,47
52591,1983,83
525993,2002,28
526043,1996,58
526190,2004,68
526228,2000,33
526251,2003,30
526256,2004,32
526361,1995,"55,77"
52639,2003,30
526406,1952,76
526568,2002,28
52664,2003,30
526856,2003,30
526936,2003,30
527007,2002,28
527045,1964,46
52736,2002,97
527559,2003,30
527586,2000,33
527592,1965,104
527898,1964,46
528122,2002,52
528251,2003,30
528367,2003,30
528522,1996,58
528522,2004,68
528666,2002,28
528666,2004,26
528678,2003,30
528772,2000,33
529545,1996,78
529738,2003,30
529761,2002,28
529809,2003,30
529963,2002,28
530000,2002,28
530014,1983,83
530189,2003,30
530195,2003,30
530226,1996,58
530276,2003,30
530353,2003,30
530395,2002,28
530446,2005,17
530498,2003,30
530531,2003,30
530548,2000,33
530551,2000,33
530670,1994,18
530670,2003,30
530675,2002,28
53075,2003,30
530763,2003,30
530789,1952,"47,76"
530789,1965,104
530789,1983,83
530789,1995,77
530789,1996,"44,58"
530789,2002,97
530789,2003,30
530789,2004,8
530891,2003,30
530891,2004,8
531175,2002,97
531368,2003,30
531396,2004,56
531584,2003,30
531630,2003,30
531851,2004,68
532045,2002,28
532077,2003,30
532177,2004,32
532223,2002,28
532439,1952,76
532515,2004,8
532653,2002,28
532697,1956,79
533018,2002,28
533352,2000,33
533366,1996,44
533366,2003,30
533479,2003,30
533484,2003,30
533719,2002,28
53380,2003,30
53389,2003,30
534060,2003,30
534090,1964,46
534098,2003,30
534206,1995,57
534237,2002,28
534588,2003,30
534620,2002,28
534673,1964,46
534673,2001,48
534778,2003,30
534881,2002,28
534933,1952,76
534933,1996,"44,58"
53503,2000,33
535081,2003,30
535156,1996,58
535177,2003,30
535268,2000,33
535293,2003,30
535385,1983,83
535477,2002,28
535688,2003,30
536,2003,30
53604,1983,83
53604,2002,97
53604,2003,30
536085,1996,58
53633,2002,28
536334,1952,76
536484,2003,30
536513,2002,28
536598,2002,28
536967,1996,58
537132,2002,28
537150,1994,18
537150,2001,48
53719,1952,76
53719,2002,28
537360,2003,30
537600,2003,30
537918,2003,30
53797,2003,30
538247,1983,83
538275,1994,18
538275,2003,30
53832,2002,"28,97"
538321,2002,28
538321,2003,30
538447,2002,28
538447,2003,30
538516,2003,30
538529,2002,97
538668,2000,33
538730,1965,104
538775,2003,30
539019,2000,33
539186,2000,33
539189,2002,28
53922,2003,30
539249,2002,28
539249,2004,108
539310,2003,30
539472,2003,30
539478,2003,30
539569,2002,28
539687,2003,30
539709,2002,97
539709,2003,30
539850,2002,28
5399,2000,33
539938,2004,26
540111,1983,83
540111,2003,30
540137,2003,30
540217,2003,30
540234,2002,28
540404,1964,46
540427,2003,30
540458,2000,33
540590,2003,30
540637,1994,18
540668,2003,30
540694,1964,46
540694,2005,17
540718,1983,83
540732,1994,18
540732,2002,28
540794,2003,30
540803,1952,76
540821,2002,28
540833,2002,28
541135,1994,18
541393,1956,79
541416,1983,83
541467,2002,28
54150,2003,30
541519,2003,30
541557,2003,30
541826,1997,3
541831,1952,76
541831,1996,58
541980,1996,44
542006,1983,83
542062,1994,18
542321,1983,83
542332,2003,30
542342,2002,28
542733,1964,46
542751,2003,30
542813,2003,30
542848,2002,28
543049,2003,30
543225,1983,83
543275,1965,104
54333,2003,30
543332,2002,28
543526,2003,30
543560,1952,76
543636,2003,30
543769,1965,104
543986,2003,30
544162,2001,48
544571,1996,58
544690,1964,46
544690,1996,44
544827,2003,30
544832,2002,28
544862,2002,28
545015,1952,76
545026,1994,18
545029,2000,33
545187,2003,30
545432,2002,28
545432,2003,30
546017,1952,76
54602,1995,77
54602,2002,28
54614,1964,46
546234,1956,79
546284,2002,28
546370,2002,28
546619,1956,79
546623,2003,30
546645,1996,58
546645,2001,48
546645,2002,28
546684,2002,28
546751,1964,46
546989,2000,33
546997,1994,18
547013,2003,30
547064,2003,30
547130,2003,30
547570,2003,30
548261,2003,30
548355,1996,58
548363,2003,30
548376,1996,58
548376,2002,28
548376,2003,30
548523,1983,83
548665,2002,28
548699,2003,30
548796,1983,83
548796,2003,30
549011,1983,83
549109,2000,33
549164,2003,30
549302,2003,30
549399,2000,33
549619,1995,77
549661,2003,30
549995,2000,33
550128,2002,28
550309,2004,8
550341,2003,30
550530,2000,33
550802,1996,58
550802,2002,28
550883,1994,18
550905,2002,28
550986,2003,30
551139,2003,30
551156,2003,30
551206,2002,97
551208,1956,79
551362,2002,52
551388,2002,28
551388,2004,32
551489,1983,83
551489,1996,58
551512,2002,28
551584,1964,46
551748,2004,8
551783,1952,76
551784,2003,30
551937,2003,30
552338,2003,30
552412,2001,48
552492,2003,30
552505,1983,83
552590,2002,28
552739,2002,28
552875,2002,28
552958,2002,"28,97"
553068,2003,30
553078,2004,8
553087,2003,30
553115,1994,18
553137,2003,30
553143,2003,30
553372,1964,46
55339,1983,83
55339,1996,16
553397,2002,28
553538,2003,30
553759,1994,18
553817,2003,30
553908,2003,30
553908,2004,56
553915,2003,30
553998,2003,30
554063,2000,33
554078,2003,30
554244,2003,30
554437,2002,28
554520,2003,30
554557,2004,8
555042,2004,8
55506,2003,30
555069,1952,47
555073,1983,83
555316,2003,30
555388,2002,28
555684,2004,68
555770,2000,33
555841,1956,79
556030,2002,28
556045,1997,3
556053,2004,8
556082,2003,30
556100,1999,45
556619,1964,46
556619,1996,58
556633,2000,33
556667,1996,58
556899,2003,30
557068,1964,46
557068,2004,8
557143,2003,30
55721,1994,18
557442,2003,30
557494,1964,46
557502,2003,30
557512,2003,30
557563,2003,30
557578,1996,44
55760,1983,83
55764,2002,28
557652,2003,30
557980,2003,30
558042,1964,46
558204,2002,28
55825,1994,18
558252,2004,8
55841,2003,30
558480,2003,30
558547,2003,30
558634,1952,76
558678,2002,28
558830,2003,30
558872,2003,30
559171,2002,52
559180,2003,30
55922,2001,48
559302,2003,30
55947,1965,104
559670,2002,52
559674,2004,68
559704,1994,18
559741,1952,47
559753,1964,46
559847,2000,33
560031,2003,30
560057,2004,32
560142,2003,30
560142,2004,32
560277,2003,30
560636,2003,30
56085,2000,33
560944,1965,104
560944,1994,18
560960,2003,30
561031,1996,58
561181,2002,28
561199,1965,104
561199,2001,48
561521,2002,52
561683,1964,46
561683,2002,28
561733,1999,45
561754,2003,30
561909,2000,33
561921,2003,30
561921,2004,8
561956,2003,30
561998,1956,79
562156,1994,18
562188,1964,46
562227,2003,30
562281,1996,58
562377,1983,83
562377,1995,57
562377,2003,30
562542,2004,32
56263,2001,48
562679,2002,97
56283,2003,30
563027,1956,79
563339,1956,79
563409,2003,30
563469,2004,8
563486,2002,28
563486,2003,30
563646,2002,28
563758,1995,77
563909,1952,47
564016,1994,18
564016,2002,28
564322,2003,30
564441,2004,68
564647,2003,30
564826,2002,28
564895,1952,76
565219,2004,8
565372,2002,28
565401,1997,3
565492,2003,30
565600,2003,30
565696,2003,30
56578,1994,18
